C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0032,0.659,0.572,0.698,0.749,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0032,0.659,0.570,0.698,0.749,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0032,0.659,0.571,0.697,0.749,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0036,0.587,0.516,0.630,0.718,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0036,0.595,0.527,0.641,0.732,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0036,0.595,0.544,0.656,0.740,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.551,0.605,0.627,0.876,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.557,0.601,0.621,0.885,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.552,0.589,0.617,0.887,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.739,0.566,0.786,0.706,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.738,0.568,0.788,0.710,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.738,0.571,0.786,0.710,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.551,0.605,0.627,0.876,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.557,0.601,0.621,0.885,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.552,0.589,0.617,0.887,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.739,0.566,0.786,0.706,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.738,0.568,0.788,0.710,1,1.0000
C_3_11_smp_su_09-09_17-46-00_b_aft_DF1,0084,0.738,0.571,0.786,0.710,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0032,0.313,0.339,0.370,0.492,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0032,0.313,0.336,0.372,0.493,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0032,0.314,0.316,0.363,0.493,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0036,0.329,0.293,0.374,0.451,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0036,0.321,0.317,0.371,0.442,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0036,0.309,0.321,0.368,0.444,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.321,0.431,0.398,0.613,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.319,0.425,0.398,0.613,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.319,0.412,0.398,0.611,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.215,0.228,0.266,0.419,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.217,0.228,0.269,0.420,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.218,0.241,0.277,0.419,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.321,0.431,0.398,0.613,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.319,0.425,0.398,0.613,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.319,0.412,0.398,0.611,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.215,0.228,0.266,0.419,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.217,0.228,0.269,0.420,1,1.0000
C_3_11_smp_su_09-09_17-46-00_c_aft_DF1,0084,0.218,0.241,0.277,0.419,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0016,0.521,0.516,0.570,0.744,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0016,0.521,0.517,0.570,0.744,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0016,0.521,0.517,0.570,0.744,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0020,0.520,0.517,0.568,0.744,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0020,0.520,0.517,0.568,0.744,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0020,0.519,0.517,0.568,0.744,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0040,0.672,0.480,0.716,0.673,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0040,0.672,0.481,0.716,0.673,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0040,0.672,0.480,0.716,0.673,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0044,0.672,0.479,0.716,0.673,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0044,0.672,0.479,0.716,0.673,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0044,0.672,0.480,0.716,0.673,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0084,0.669,0.467,0.718,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0084,0.669,0.467,0.718,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0084,0.669,0.467,0.718,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0088,0.669,0.467,0.718,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0088,0.669,0.467,0.718,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0088,0.669,0.466,0.718,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0092,0.669,0.466,0.720,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0092,0.669,0.467,0.720,0.668,1,1.0000
C_3_12_smp_su_09-09_17-51-00_b_aft_DF1,0092,0.669,0.469,0.720,0.668,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0020,0.593,0.414,0.659,0.609,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0020,0.582,0.432,0.660,0.610,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0020,0.582,0.438,0.661,0.610,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0040,0.428,0.392,0.530,0.581,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0040,0.428,0.404,0.540,0.581,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0040,0.429,0.402,0.528,0.579,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0064,0.479,0.438,0.559,0.609,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0064,0.479,0.438,0.559,0.609,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0064,0.488,0.427,0.554,0.611,1,1.0000
C_3_13_smp_su_09-09_13-50-00_a_aft_DF1,0104,0.578,0.403,0.635,0.630,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0020,0.737,0.462,0.787,0.583,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0020,0.738,0.463,0.787,0.583,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0020,0.746,0.442,0.787,0.584,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0040,0.643,0.452,0.732,0.637,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0040,0.648,0.421,0.714,0.637,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0040,0.648,0.421,0.714,0.637,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0064,0.721,0.459,0.754,0.651,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0064,0.720,0.437,0.766,0.654,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0080,0.769,0.395,0.816,0.603,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0080,0.764,0.410,0.809,0.601,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0080,0.762,0.433,0.807,0.602,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0104,0.752,0.425,0.812,0.612,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0104,0.738,0.433,0.803,0.617,1,1.0000
C_3_13_smp_su_09-09_13-50-00_b_aft_DF1,0104,0.727,0.463,0.804,0.622,1,1.0000
C_3_4_smp_cl_09-08_13-44-00_c_aft_DF1,0024,0.155,0.280,0.249,0.675,1,1.0000
C_3_4_smp_cl_09-08_13-44-00_c_aft_DF1,0096,0.199,0.332,0.272,0.721,1,1.0000
C_3_4_smp_cl_09-08_13-44-00_c_aft_DF1,0096,0.222,0.364,0.312,0.730,1,1.0000
C_3_4_smp_cl_09-08_13-44-00_c_aft_DF1,0096,0.229,0.431,0.325,0.771,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_a_aft_DF1,0024,0.631,0.424,0.671,0.624,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_a_aft_DF1,0024,0.632,0.463,0.669,0.627,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_a_aft_DF1,0024,0.632,0.491,0.668,0.627,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_a_aft_DF1,0064,0.734,0.424,0.797,0.676,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_a_aft_DF1,0100,0.590,0.399,0.655,0.594,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0024,0.738,0.395,0.821,0.527,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0024,0.738,0.412,0.827,0.527,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0024,0.737,0.405,0.824,0.528,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0064,0.808,0.313,0.864,0.511,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0064,0.816,0.328,0.866,0.509,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0064,0.800,0.368,0.868,0.499,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0096,0.740,0.320,0.778,0.487,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0096,0.741,0.324,0.783,0.490,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_b_aft_DF1,0096,0.741,0.340,0.794,0.505,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0024,0.395,0.551,0.484,0.712,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0024,0.397,0.527,0.477,0.694,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0024,0.399,0.493,0.459,0.695,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0064,0.486,0.602,0.567,0.862,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0064,0.488,0.643,0.557,0.868,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0064,0.490,0.626,0.555,0.868,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0096,0.480,0.486,0.540,0.715,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0096,0.466,0.530,0.534,0.713,1,1.0000
C_3_4_smp_cl_09-08_13-49-00_c_aft_DF1,0096,0.453,0.563,0.534,0.720,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0020,0.405,0.434,0.465,0.690,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0020,0.381,0.454,0.462,0.691,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0020,0.362,0.473,0.463,0.696,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0048,0.311,0.527,0.445,0.698,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0048,0.309,0.510,0.443,0.698,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0048,0.323,0.469,0.421,0.698,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0104,0.309,0.397,0.353,0.575,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0104,0.306,0.405,0.353,0.575,1,1.0000
C_3_4_smp_cl_09-08_13-53-00_c_aft_DF1,0104,0.307,0.402,0.353,0.575,1,1.0000
C_3_4_smp_cl_09-08_13-56-00_a_aft_DF1,0024,0.372,0.435,0.434,0.659,1,1.0000
C_3_4_smp_cl_09-08_13-56-00_a_aft_DF1,0024,0.376,0.444,0.456,0.657,1,1.0000
C_3_4_smp_cl_09-08_13-56-00_a_aft_DF1,0024,0.394,0.466,0.473,0.655,1,1.0000
C_3_4_smp_cl_09-08_13-56-00_a_aft_DF1,0056,0.550,0.418,0.588,0.646,1,1.0000
C_3_4_smp_cl_09-08_13-56-00_a_aft_DF1,0104,0.532,0.412,0.590,0.621,1,1.0000
C_3_4_smp_cl_09-08_13-56-00_a_aft_DF1,0104,0.525,0.421,0.562,0.637,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0024,0.720,0.463,0.773,0.690,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0024,0.720,0.457,0.772,0.676,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0024,0.715,0.442,0.773,0.670,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0056,0.743,0.404,0.819,0.590,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0056,0.743,0.433,0.827,0.590,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0056,0.743,0.436,0.824,0.590,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0104,0.731,0.415,0.802,0.598,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0104,0.731,0.446,0.805,0.599,1,1.0000
C_3_4_smp_cl_09-08_13-57-00_b_aft_DF1,0104,0.731,0.449,0.800,0.599,1,1.0000
C_4_10_smp_cl_08-31_13-58-00_a_aft_DF1,0036,0.526,0.337,0.584,0.577,3,1.0000
C_4_10_smp_cl_08-31_13-58-00_a_aft_DF1,0036,0.525,0.334,0.578,0.577,3,1.0000
C_4_10_smp_cl_08-31_13-58-00_a_aft_DF1,0036,0.526,0.333,0.578,0.578,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_b_aft_DF1,0032,0.714,0.277,0.757,0.424,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_b_aft_DF1,0104,0.422,0.430,0.493,0.669,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_b_aft_DF1,0104,0.399,0.458,0.488,0.680,3,1.0000
C_4_33_smp_ra_09-06_19-14-00_b_nig_DF1,0092,0.538,0.213,0.569,0.407,3,1.0000
C_4_33_smp_ra_09-06_19-14-00_b_nig_DF1,0096,0.516,0.213,0.555,0.393,3,1.0000
C_4_33_smp_ra_09-06_19-14-00_b_nig_DF1,0032,0.509,0.235,0.562,0.407,3,1.0000
C_4_33_smp_ra_09-06_19-14-00_b_nig_DF1,0032,0.513,0.237,0.563,0.407,3,1.0000
C_4_33_smp_ra_09-06_19-14-00_b_nig_DF1,0032,0.512,0.244,0.556,0.416,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0032,0.251,0.331,0.335,0.564,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0032,0.269,0.338,0.334,0.562,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0032,0.278,0.344,0.336,0.562,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.187,0.292,0.270,0.443,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.185,0.283,0.250,0.440,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.179,0.285,0.250,0.443,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.273,0.312,0.340,0.519,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.265,0.317,0.354,0.518,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.258,0.321,0.317,0.520,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.187,0.292,0.270,0.443,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.185,0.283,0.250,0.440,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.179,0.285,0.250,0.443,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.273,0.312,0.340,0.519,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.265,0.317,0.354,0.518,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0104,0.258,0.321,0.317,0.520,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0028,0.544,0.620,0.628,1.000,3,1.0000
C_4_20_smp_cl_09-05_13-54-00_c_aft_DF1,0028,0.547,0.612,0.701,0.990,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0036,0.502,0.494,0.587,0.670,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0036,0.499,0.500,0.609,0.670,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0036,0.500,0.506,0.603,0.670,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0040,0.354,0.470,0.411,0.668,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0040,0.363,0.470,0.411,0.668,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0040,0.369,0.470,0.409,0.669,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0108,0.358,0.480,0.401,0.697,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0108,0.355,0.475,0.398,0.699,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0112,0.287,0.503,0.337,0.672,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0112,0.269,0.512,0.355,0.673,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_a_aft_DF1,0112,0.266,0.504,0.341,0.673,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.537,0.373,0.594,0.603,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.536,0.375,0.617,0.603,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.536,0.373,0.597,0.603,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.627,0.361,0.681,0.514,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.629,0.359,0.670,0.515,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.629,0.354,0.667,0.516,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.537,0.373,0.594,0.603,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.536,0.375,0.617,0.603,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.536,0.373,0.597,0.603,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.627,0.361,0.681,0.514,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.629,0.359,0.670,0.515,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0036,0.629,0.354,0.667,0.516,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0040,0.520,0.352,0.586,0.583,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0040,0.506,0.356,0.577,0.582,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0112,0.489,0.419,0.557,0.645,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0112,0.486,0.415,0.578,0.650,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0112,0.509,0.406,0.576,0.673,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0104,0.503,0.365,0.570,0.583,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0104,0.534,0.382,0.577,0.583,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0104,0.538,0.380,0.617,0.583,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_b_aft_DF1,0108,0.571,0.356,0.617,0.627,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0032,0.313,0.370,0.374,0.631,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0032,0.312,0.376,0.402,0.632,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0032,0.312,0.383,0.410,0.635,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.339,0.382,0.405,0.625,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.327,0.370,0.405,0.624,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.249,0.299,0.311,0.506,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.248,0.298,0.301,0.506,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.253,0.299,0.296,0.511,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.339,0.382,0.405,0.625,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.327,0.370,0.405,0.624,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.249,0.299,0.311,0.506,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.248,0.298,0.301,0.506,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0036,0.253,0.299,0.296,0.511,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0104,0.252,0.304,0.310,0.515,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0104,0.243,0.315,0.321,0.518,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0104,0.242,0.313,0.333,0.517,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0108,0.255,0.304,0.312,0.480,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0108,0.239,0.319,0.313,0.479,3,1.0000
C_4_20_smp_cl_09-05_13-58-00_c_aft_DF1,0108,0.226,0.310,0.281,0.473,3,1.0000
C_4_20_smp_cl_09-05_14-02-00_a_aft_DF1,0036,0.390,0.470,0.454,0.684,3,1.0000
C_4_20_smp_cl_09-05_14-02-00_a_aft_DF1,0096,0.228,0.493,0.285,0.666,3,1.0000
C_4_20_smp_cl_09-05_14-02-00_a_aft_DF1,0096,0.209,0.497,0.289,0.668,3,1.0000
C_4_20_smp_cl_09-05_14-02-00_a_aft_DF1,0096,0.226,0.498,0.290,0.666,3,1.0000
C_4_20_smp_cl_09-05_14-02-00_a_aft_DF1,0040,0.628,0.476,0.691,0.669,3,1.0000
